lat,long,diameter
16,19,39.153293754946546
18,6123,41.97813156768016
28,1388,51.38773020654568
18,4966,48.66441773213158
18,787,39.493270848342945
17,1085,22.736210219877808
15,2118,30.81942083122964
16,2988,21.37973331358283
32,3080,52.59990048193541
17,512,41.228325120254915
7,1996,8.667244841319219
9,2204,15.635280380893438
10,2439,14.361922094451577
16,2854,30.612159429303247
13,3194,20.466944330257718
10,3697,9.901487006738307
7,3780,10.341765891652821
11,4152,13.398760233979036
17,4252,24.798683434954437
17,4587,26.582850624566497
11,4890,13.773623058786647
25,5106,28.79025779013781
7,5507,9.640875829802336
15,5649,26.462837142006137
8,6033,8.368283871884005
7,993,5.046265044040321
20,1501,30.2144461073691
7,1829,5.170882945826411
8,2687,6.955796338302048
7,2940,5.527906391541368
7,3024,4.222008245644752
7,3655,6.076507779746499
7,4457,5.863230142835039
7,5174,6.6755811781245455
7,5453,6.282549314314218
7,5767,5.641895835477563
10,448,6.955796338302048
10,3374,4.787307364817192
16,3158,14.625465582862905
14,3277,6.579524642479541
15,1436,4.918490759365935
26,5428,16.85029431422316
16,3773,8.444016491289505
15,1422,4.787307364817192
16,2000,5.527906391541368
15,2427,4.222008245644752
16,5506,6.282549314314218
20,741,10.940041919714261
17,2066,6.6755811781245455
25,2182,11.994835078277376
26,5464,7.136496464611085
47,1700,44.00678751672499
25,4915,4.51351666838205
26,6038,4.51351666838205
26,1099,4.370193722368317
28,1421,4.918490759365935
37,1434,19.015783725757565
66,1943,72.277948587715
29,2418,6.863662517577698
42,3260,22.397686948112614
36,4087,12.309163489997376
40,5794,8.51907589177983
57,2479,27.47782833536798
41,1094,8.51907589177983
46,4920,12.565098628628435
52,899,18.437867513470433
53,3249,11.283791670955125
49,1506,4.787307364817192
47,1762,5.292567428401227
51,3726,12.565098628628435
59,1173,21.73411767467788
67,3433,31.554291688816235
62,4484,8.667244841319219
73,2650,32.56698544176895
78,510,36.00219238519226
64,5280,10.998079684646791
67,5404,8.812923024107548
66,735,10.940041919714261
68,1334,6.6755811781245455
66,3270,4.652426491681278
72,3070,14.712264360219255
69,5659,8.593479713983122
94,958,49.64868335220255
81,5386,25.38226171238474
75,2350,12.666024736934256
83,437,22.197831060995757
79,5350,5.863230142835039
94,4987,34.355393433484295
80,4292,5.292567428401227
89,2826,16.312788383647018
93,2209,20.56004690782767
91,3950,9.706684619910241
98,4561,30.570538527078803
108,6097,36.09049811604256
114,2811,38.77751800118501
103,5037,11.888212206450685
101,1293,9.373021315815206
120,5321,30.10891156869401
109,3537,11.11324596323283
109,234,4.222008245644752
116,2734,19.802974013476614
113,1642,11.726460285670077
119,2536,24.069150231250354
115,4243,4.068428945128219
125,1111,20.310825007719227
120,212,7.735777827895049
119,1507,5.753627391751592
127,3788,7.48482063701911
127,5182,8.291859587312052
128,929,4.370193722368317
133,1528,5.292567428401227
136,6051,8.740387444736633
143,4519,15.837556323903858
149,5679,21.14017691983778
142,5840,10.940041919714261
144,1515,10.02925341359355
151,1533,19.544100476116796
154,3793,31.412746571571088
165,856,40.933888660515436
155,643,19.314740138231286
158,213,21.557653718072718
165,3926,34.88863718700998
174,794,31.127725479762553
173,960,41.24376354997416
153,4856,6.6755811781245455
157,1514,4.787307364817192
176,1485,38.530472475187736
166,158,13.398760233979036
163,4556,8.667244841319219
176,362,27.26851470332286
164,4497,4.918490759365935
175,3030,26.05065598682386
175,6074,15.837556323903858
182,2417,25.829779740470595
184,2522,24.849973424463737
195,5373,40.25958197060499
191,1939,17.334489682638438
214,6032,47.899662416480176
190,676,15.054455784347004
195,869,11.941642642883693
188,1569,6.863662517577698
192,5290,14.884343478431232
201,1694,12.309163489997376
211,285,37.8469878303024
201,2813,8.368283871884005
205,3001,16.73656774376801
203,4496,14.138550439257221
199,4798,4.652426491681278
215,1764,32.173649930800316
205,5319,8.740387444736633
206,2194,10.155412503859614
203,4151,4.652426491681278
209,4440,14.798554040663838
206,3958,4.787307364817192
210,5214,15.012108426804138
212,1708,9.83698151873187
222,4139,24.77299861870477
232,5584,51.794939142323436
212,2149,4.370193722368317
210,5287,7.136496464611085
213,2154,4.068428945128219
215,3530,7.653039857325812
221,3886,9.507891862878783
220,5421,7.046725639945928
248,5416,45.36028113109555
227,3771,13.911592676604096
229,1779,5.170882945826411
236,1243,10.881694613449236
257,1685,36.72003101679705
241,1800,12.205286835384658
244,3364,16.50676414605009
246,6099,16.23454913941803
257,4322,39.153293754946546
254,5767,27.384997568906428
248,4014,11.562445770562215
249,381,11.11324596323283
253,4678,12.205286835384658
257,1999,18.881394877652593
258,3196,19.248706645328987
262,4694,14.317526556719258
265,4299,6.383076486422923
281,2039,33.60600357347016
270,6016,26.678472698169138
270,4685,5.170882945826411
295,2181,53.618792340111476
276,3922,5.641895835477563
280,524,7.48482063701911
285,4335,5.527906391541368
306,5870,38.69534474078957
300,4320,20.590987552733093
292,4638,4.787307364817192
301,4056,20.0585068271871
295,5392,9.965574970333758
308,2603,16.46815177937675
302,3273,15.222667215103916
301,5163,9.901487006738307
300,5252,7.399277020331919
303,3442,6.383076486422923
304,4437,7.136496464611085
308,5028,14.27299292922217
309,3631,13.727325035155395
316,40,25.003212122944625
309,1155,11.055812783082736
321,5707,20.185060176161283
319,599,11.994835078277376
325,6095,12.514330345744634
324,2132,5.970821321441846
327,180,10.02925341359355
325,1282,6.383076486422923
335,4917,28.745999104799274
347,1089,31.1686023528956
355,280,36.80661456312185
342,3202,10.155412503859614
348,2996,16.07692842495848
369,1347,61.400832990773154
350,2367,11.780624362746345
351,4179,10.02925341359355
358,324,13.540550005146152
357,308,10.704744696916627
363,1181,27.868909599918855
358,4887,16.23454913941803
357,2414,11.283791670955125
358,1212,11.726460285670077
361,3025,10.217907939900583
367,1029,14.048207338801282
380,2027,35.61104585035691
369,2185,10.464157913908982
369,3097,7.653039857325812
379,1746,12.865501965161373
373,123,8.368283871884005
372,3739,5.641895835477563
376,2565,7.569397566060481
380,5039,15.553633450087505
380,5591,6.4820448144285745
385,3985,18.229523339239496
383,1553,7.653039857325812
389,5112,10.881694613449236
392,1301,15.512648837479231
389,1119,6.863662517577698
402,4145,29.575590733458846
391,5810,4.51351666838205
395,1003,7.046725639945928
398,3368,5.4115163798060095
402,5592,13.957279475043833
401,3786,9.23618154310838
406,240,6.076507779746499
413,3990,20.529059630371258
412,805,17.769732893161912
415,1120,20.897874625046462
408,1967,4.370193722368317
423,2872,29.489364337912
407,2886,4.918490759365935
409,4336,5.527906391541368
410,5834,8.214724333230155
413,3088,7.817640190446719
412,3349,4.068428945128219
413,240,6.180387232371033
425,486,21.557653718072718
415,2469,7.136496464611085
424,3140,16.195287778099022
419,174,6.863662517577698
419,227,5.046265044040321
421,3092,7.225151993843567
425,3068,13.446189622059965
428,104,17.697935698969246
433,3878,16.39065416446578
432,2706,4.51351666838205
434,5543,9.901487006738307
437,3316,10.217907939900583
440,5719,17.112717355495807
441,2981,18.575465448360347
435,75,4.222008245644752
440,4772,9.772050238058398
441,181,8.95623198216277
438,1746,4.370193722368317
441,192,5.4115163798060095
459,2265,35.700319106135424
441,6023,8.368283871884005
445,449,12.666024736934256
443,3867,7.399277020331919
444,1053,6.282549314314218
443,3159,4.068428945128219
447,4666,8.51907589177983
451,66,15.797308339337176
458,1092,25.75573339679963
470,3822,54.60702348388668
456,2939,10.585134856802455
453,5753,5.863230142835039
457,1454,4.370193722368317
459,178,9.901487006738307
458,1056,4.068428945128219
460,2898,7.653039857325812
462,1076,5.753627391751592
481,2699,47.36505122791864
474,4994,31.453253031430968
469,4561,14.002817212590296
466,2927,8.51907589177983
471,5873,15.797308339337176
470,2534,5.641895835477563
480,3078,30.19336870954244
473,2547,9.706684619910241
473,3331,7.046725639945928
474,797,9.772050238058398
474,2929,4.652426491681278
488,2376,21.616635097022034
485,280,6.863662517577698
487,367,8.884866446580956
484,2541,4.370193722368317
491,3746,11.507254783503184
494,2098,12.766152972845846
493,3613,7.817640190446719
498,1357,13.398760233979036
498,1423,9.965574970333758
496,4914,4.652426491681278
504,2884,17.876888032555495
509,3357,17.480774889473267
516,4768,20.185060176161283
504,877,4.787307364817192
508,3795,9.304852983362556
508,4395,7.569397566060481
516,94,7.653039857325812
531,184,27.384997568906428
517,1445,5.4115163798060095
523,2499,24.721548929484133
521,4970,10.02925341359355
523,2155,13.303394180365686
527,4480,17.517155313611116
533,3395,25.780439141949365
523,5607,5.527906391541368
526,5097,7.225151993843567
526,5668,9.304852983362556
534,633,13.680870333281758
533,709,13.255453865237978
537,5153,21.909160375631842
534,4852,8.51907589177983
535,1666,5.753627391751592
552,3534,31.412746571571088
546,3652,11.562445770562215
548,736,10.092530088080641
550,5386,15.756957549709801
562,4199,25.631847476983474
556,22,4.068428945128219
560,1314,11.834540545406394
565,2144,17.407785949022028
566,4937,18.677998695187732
559,568,5.292567428401227
562,730,6.076507779746499
581,710,29.96053869739811
571,5536,9.0270333367641
576,3798,20.310825007719227
578,288,13.493452297211721
575,4785,5.863230142835039
577,4738,9.304852983362556
594,579,39.54160038408638
580,5657,12.463355264843006
596,1342,28.745999104799274
580,930,5.863230142835039
585,25,5.863230142835039
581,1050,4.918490759365935
590,886,20.958712816717327
588,2273,17.66192765414112
589,1727,13.81976597885342
598,2829,15.877702285203682
599,3323,26.939683377854365
590,4170,10.341765891652821
603,5134,34.09498063268556
592,812,12.666024736934256
592,1050,8.291859587312052
598,1264,25.2313252202016
591,5551,10.645107772184812
595,1774,12.153015559492998
600,942,15.67594437773643
595,4988,5.641895835477563
601,2993,14.450303987687134
603,148,15.512648837479231
599,3868,7.978845608028654
606,963,11.283791670955125
614,2253,25.532305945691693
606,4160,4.787307364817192
608,200,12.257335203001883
606,5539,5.170882945826411
606,895,5.527906391541368
610,2349,13.540550005146152
633,3127,57.480923953845306
610,259,7.225151993843567
620,278,19.347672370394786
616,2142,13.110581167104948
620,4205,19.47884453275087
619,5493,14.406180819073164
617,406,9.440697438826296
625,4282,20.185060176161283
617,5422,10.585134856802455
621,437,13.680870333281758
622,1027,15.797308339337176
632,3843,30.403485153477522
621,3167,4.652426491681278
620,4195,4.068428945128219
625,1650,5.4115163798060095
625,2293,5.753627391751592
638,2664,23.66908109081279
636,3767,25.43237481489809
630,1682,10.341765891652821
629,2652,4.652426491681278
633,1250,14.625465582862905
631,4595,4.370193722368317
631,5602,6.180387232371033
634,5338,8.058239062071396
633,3176,5.970821321441846
636,5183,12.716187407449045
637,368,7.898654169668588
637,1037,4.652426491681278
642,1639,11.055812783082736
657,1063,31.004771508189638
642,5964,5.046265044040321
647,1395,11.11324596323283
645,3438,4.787307364817192
652,2616,19.38054864282415
649,3587,7.735777827895049
652,659,5.641895835477563
656,5516,13.911592676604096
666,954,25.45739437315213
657,3438,5.641895835477563
661,666,15.347615963921077
659,2601,4.787307364817192
666,3634,18.437867513470433
660,4227,6.863662517577698
664,5113,9.706684619910241
663,4643,5.4115163798060095
664,4742,4.51351666838205
668,2612,7.046725639945928
667,4275,5.753627391751592
674,5074,13.86575534383214
674,1545,12.047792665040703
674,1734,8.593479713983122
693,2204,49.120147976905905
673,2798,5.170882945826411
684,878,26.148224328293928
685,659,14.668929172241665
678,2820,9.23618154310838
677,2915,7.898654169668588
676,3989,6.383076486422923
688,2976,19.867165345562018
682,3839,13.013103375051497
681,4706,11.396070970426017
690,1933,15.389040103942165
687,2135,9.0270333367641
697,1604,8.95623198216277
704,2393,20.49802550887777
696,2405,4.370193722368317
698,4611,10.524820207108489
723,1041,44.510231763134115
702,3721,7.978845608028654
702,4540,6.6755811781245455
703,2405,4.222008245644752
704,1925,7.735777827895049
710,3922,16.812470934731934
707,1320,8.058239062071396
709,5519,11.170383851240114
715,5974,8.444016491289505
722,6042,25.507359866510456
721,3193,14.406180819073164
717,1822,4.222008245644752
719,1541,6.6755811781245455
738,5143,39.36410199588825
725,2291,14.317526556719258
736,5310,24.592453796829673
727,3302,8.95623198216277
725,4896,5.4115163798060095
731,5597,16.46815177937675
727,4621,5.641895835477563
731,5409,10.092530088080641
741,202,19.08262324195121
735,5516,5.292567428401227
738,1570,9.304852983362556
736,5179,4.370193722368317
742,2724,12.914889870235298
739,1534,4.51351666838205
740,4578,5.292567428401227
740,4599,6.6755811781245455
739,5492,5.753627391751592
753,1246,31.025297674958463
759,4022,30.403485153477522
749,4069,8.593479713983122
747,4389,10.092530088080641
750,3314,12.565098628628435
750,3589,7.136496464611085
764,302,32.07456238432586
750,3183,4.222008245644752
755,1011,17.55346033766304
763,834,13.303394180365686
