lat,long,diameter
18,19,41.42857596276994
16,6127,35.233628199729644
17,1568,37.09948716436268
29,2155,47.37849002836722
27,4993,51.1269086229677
16,1191,29.294426998176625
21,254,46.76992129408611
14,998,23.85661494212072
16,1639,28.38944578214513
26,2219,41.24376354997416
17,3912,30.38253889873249
16,4293,31.534109856442154
24,4363,37.96455142155909
11,4604,11.11324596323283
17,4932,28.456639830653998
18,5138,32.03484154879717
15,5960,28.568278705151968
10,1034,13.351162356249091
16,1305,24.64417299969047
7,2891,10.764051215546116
7,5068,6.180387232371033
15,5230,22.56758334191025
14,5360,21.880083839428522
16,5444,30.130048048354833
13,5615,20.806283791440396
7,84,4.222008245644752
7,554,5.527906391541368
7,890,7.978845608028654
20,1120,20.56004690782767
7,1759,4.51351666838205
7,1853,5.292567428401227
13,1939,12.153015559492998
7,1993,4.370193722368317
7,2792,4.222008245644752
17,3058,16.66031874701878
7,3150,4.51351666838205
7,3744,5.970821321441846
7,3861,6.770275002573076
7,4081,4.652426491681278
10,4781,9.965574970333758
8,5494,12.047792665040703
8,5910,8.593479713983122
20,4902,19.994929783493642
12,5062,5.4115163798060095
15,3085,13.303394180365686
15,2887,9.304852983362556
20,4080,17.805522925178455
22,5050,13.013103375051497
20,5241,9.965574970333758
18,5496,16.812470934731934
16,895,6.180387232371033
24,5198,22.680140565547774
18,58,7.817640190446719
18,2318,9.640875829802336
22,4237,21.320096563347295
22,5913,10.341765891652821
27,964,23.96311821686732
17,4594,4.068428945128219
18,4054,4.068428945128219
26,4762,8.95623198216277
25,1940,9.965574970333758
25,4054,7.48482063701911
26,1267,5.753627391751592
24,4648,4.222008245644752
26,5111,6.383076486422923
26,3674,6.180387232371033
30,4333,15.756957549709801
25,4774,4.068428945128219
35,5776,23.829914749152643
31,4205,12.815923738491737
33,3024,10.217907939900583
31,2407,6.4820448144285745
30,4951,4.51351666838205
48,5302,21.557653718072718
42,4553,5.753627391751592
57,5100,32.91696906717907
47,5270,11.726460285670077
47,6114,4.652426491681278
52,4225,9.640875829802336
55,900,13.303394180365686
52,1447,7.898654169668588
51,3498,5.641895835477563
53,5646,7.136496464611085
57,1613,11.726460285670077
66,1957,24.875578761936154
61,5370,10.092530088080641
83,1629,44.36697348434488
76,519,13.398760233979036
71,2359,9.09728368293446
77,671,17.876888032555495
75,331,9.09728368293446
75,5704,4.370193722368317
84,4409,12.565098628628435
85,4569,16.66031874701878
88,3970,19.182445840623714
89,1509,7.978845608028654
87,1530,7.225151993843567
88,3352,7.312732791431452
99,280,23.507147049675353
91,402,11.227230955528665
92,228,7.399277020331919
92,1303,6.180387232371033
97,4670,8.51907589177983
102,941,17.805522925178455
112,2364,32.722995845769866
98,3552,6.955796338302048
101,4365,12.514330345744634
100,4462,9.574614729634384
115,3520,31.675112647807715
115,3348,23.695962509005764
106,5170,9.440697438826296
105,6035,5.170882945826411
113,1797,15.594510349620345
108,5136,5.292567428401227
111,5105,5.4115163798060095
124,5332,36.961953837707625
120,1970,24.35835848013133
114,3329,6.6755811781245455
119,3616,13.303394180365686
134,2087,40.306992682189374
127,4407,12.914889870235298
124,4792,5.641895835477563
126,4280,9.373021315815206
133,5007,12.716187407449045
131,4463,8.214724333230155
134,5938,13.86575534383214
133,2366,4.51351666838205
135,4278,13.398760233979036
136,4444,7.978845608028654
139,2481,10.823032759612019
161,1702,53.76108040719438
140,153,7.898654169668588
141,5810,10.524820207108489
