lat,long,diameter
18,17,38.97402695217738
15,1519,33.66278649806482
19,297,42.23515836567874
17,739,29.683021493047715
16,856,21.938198374294355
16,1053,21.528102431092233
16,1196,25.65667251667837
11,1452,14.494292838262302
7,86,4.222008245644752
16,565,15.012108426804138
11,591,5.863230142835039
13,605,14.927053303604616
7,911,4.652426491681278
11,1389,9.166995688475081
14,1375,7.898654169668588
20,1280,18.47236308621676
20,407,12.309163489997376
22,1229,7.569397566060481
16,1457,5.170882945826411
25,516,15.91774699517169
35,951,39.89422804014327
25,68,9.706684619910241
28,829,18.29923496393627
29,589,15.837556323903858
28,879,4.370193722368317
31,1332,10.092530088080641
29,903,4.918490759365935
40,1161,16.925687506432688
40,426,16.273715780512877
48,876,17.334489682638438
49,393,14.625465582862905
49,1040,8.136857890256438
53,673,14.450303987687134
51,891,4.222008245644752
63,789,13.061933202803933
59,928,7.569397566060481
72,971,11.283791670955125
71,1233,8.667244841319219
71,1517,6.383076486422923
108,587,59.53737391372493
81,208,9.901487006738307
90,878,23.12489154112443
89,303,15.430353037616328
92,1202,15.430353037616328
95,83,20.248040236149336
92,406,13.680870333281758
95,712,11.941642642883693
96,754,9.965574970333758
99,232,4.652426491681278
105,348,14.183506197980657
106,1365,14.841510746523857
106,1267,12.565098628628435
107,1383,13.207339536360731
108,530,9.640875829802336
114,794,10.217907939900583
120,141,14.450303987687134
119,247,10.217907939900583
126,951,18.91508160359296
127,1195,18.712051592547777
123,1468,9.304852983362556
129,730,15.877702285203682
144,1088,39.1857996084118
131,785,14.884343478431232
138,313,21.409489393833255
142,96,17.000746355818674
140,119,11.340070282773887
144,528,15.797308339337176
157,664,26.821266613927218
146,1293,9.440697438826296
151,340,13.911592676604096
148,436,6.863662517577698
148,945,6.770275002573076
148,690,5.170882945826411
150,1420,6.863662517577698
152,1161,10.155412503859614
151,1443,7.48482063701911
152,924,8.95623198216277
160,244,19.08262324195121
159,632,12.815923738491737
158,901,10.704744696916627
162,724,13.351162356249091
163,1304,11.451797811161432
161,1092,7.136496464611085
162,454,4.222008245644752
169,155,10.764051215546116
172,353,13.061933202803933
171,1433,8.136857890256438
171,1334,4.068428945128219
179,830,18.712051592547777
174,1078,10.464157913908982
186,1036,28.523675588636344
179,666,6.579524642479541
183,1167,16.23454913941803
180,968,5.046265044040321
187,1009,16.50676414605009
186,1437,16.50676414605009
184,491,9.23618154310838
199,307,30.736683981742253
189,731,9.09728368293446
190,520,8.136857890256438
196,1231,20.98906578384008
196,194,10.764051215546116
199,1316,13.351162356249091
205,513,22.283703068536735
200,840,9.965574970333758
204,1190,17.371176474327626
208,1282,10.998079684646791
216,388,17.03815178355966
214,361,5.046265044040321
218,49,5.292567428401227
223,587,10.092530088080641
225,669,9.507891862878783
226,549,9.166995688475081
229,627,10.823032759612019
228,1438,12.047792665040703
236,61,15.716503163191918
236,803,10.155412503859614
236,1025,9.640875829802336
239,341,12.865501965161373
240,604,9.772050238058398
245,762,9.83698151873187
252,900,16.50676414605009
249,1447,6.282549314314218
255,621,14.668929172241665
253,1432,6.6755811781245455
254,554,7.046725639945928
258,1357,13.013103375051497
256,1495,8.593479713983122
259,295,6.863662517577698
259,469,8.51907589177983
267,751,17.03815178355966
265,864,12.914889870235298
266,1175,9.440697438826296
271,375,10.155412503859614
282,703,20.806283791440396
284,565,26.075082298788182
288,1107,32.839517267930155
278,1503,14.712264360219255
275,159,5.753627391751592
274,607,4.068428945128219
280,779,11.994835078277376
277,1159,9.706684619910241
285,339,12.865501965161373
285,320,14.138550439257221
286,104,13.63425735166143
286,1372,7.48482063701911
291,387,10.092530088080641
290,1268,8.214724333230155
296,852,8.444016491289505
298,637,10.940041919714261
297,1192,9.166995688475081
301,208,9.901487006738307
315,405,13.957279475043833
312,477,4.918490759365935
312,620,5.641895835477563
315,864,6.383076486422923
318,565,11.170383851240114
324,368,20.153496341094687
322,210,14.406180819073164
325,970,16.03728119216293
322,7,5.641895835477563
327,247,10.645107772184812
324,547,4.918490759365935
329,711,14.002817212590296
341,1445,37.91421166272614
332,678,8.667244841319219
333,626,6.6755811781245455
342,97,10.940041919714261
338,196,4.370193722368317
341,1256,7.898654169668588
346,1317,12.565098628628435
347,1139,14.712264360219255
354,456,18.5411616971131
350,168,10.940041919714261
357,377,24.095585330081406
364,140,14.450303987687134
367,406,10.464157913908982
369,957,8.593479713983122
370,981,10.217907939900583
374,1081,16.622063085174787
376,1525,16.03728119216293
391,1041,47.579616544683496
375,599,7.817640190446719
374,118,4.652426491681278
381,371,14.228319915326999
381,649,11.451797811161432
393,491,23.28948359361322
389,1313,16.39065416446578
394,43,18.01877032173579
392,1237,11.562445770562215
391,1461,7.48482063701911
392,551,9.507891862878783
408,445,23.398568422792877
395,613,5.863230142835039
396,681,7.312732791431452
399,167,9.901487006738307
400,715,13.58748446131949
402,582,16.42944866646031
402,1361,10.585134856802455
405,834,6.955796338302048
416,1287,17.983404693292407
407,1004,5.970821321441846
409,957,9.772050238058398
410,309,9.83698151873187
411,358,9.901487006738307
416,982,14.317526556719258
417,1121,12.865501965161373
419,188,10.02925341359355
423,640,13.727325035155395
426,261,10.998079684646791
429,578,15.797308339337176
430,1427,12.565098628628435
433,541,16.66031874701878
432,1041,9.23618154310838
434,804,7.978845608028654
445,210,27.17496892263898
440,891,14.002817212590296
441,700,13.911592676604096
440,98,9.166995688475081
447,1132,19.04923279949934
449,49,8.291859587312052
463,1091,23.152404806704283
464,770,15.512648837479231
459,802,6.4820448144285745
461,432,6.282549314314218
465,827,9.706684619910241
472,1209,14.625465582862905
470,187,8.740387444736633
477,910,15.716503163191918
471,1517,4.652426491681278
476,543,6.6755811781245455
477,514,8.058239062071396
479,15,6.180387232371033
482,1154,9.772050238058398
483,1478,12.865501965161373
485,1396,9.304852983362556
497,725,26.916041702938184
487,540,6.863662517577698
489,848,8.136857890256438
492,413,9.23618154310838
496,799,14.927053303604616
494,871,5.863230142835039
496,919,9.507891862878783
516,614,43.65821341361255
500,227,11.170383851240114
505,1350,16.42944866646031
504,759,12.360774464742066
507,469,15.99753570059363
506,1438,14.228319915326999
515,357,30.340603007249587
505,453,7.978845608028654
518,1114,18.91508160359296
526,980,33.37790589062273
518,1042,11.340070282773887
524,1165,9.23618154310838
523,399,8.291859587312052
527,825,14.841510746523857
526,422,10.02925341359355
532,245,9.965574970333758
537,696,15.877702285203682
536,913,16.46815177937675
539,319,7.898654169668588
543,1021,9.304852983362556
547,673,10.02925341359355
546,256,4.51351666838205
553,385,15.430353037616328
556,479,20.279456919490165
554,882,12.6156626101008
551,1135,6.282549314314218
559,507,9.373021315815206
561,189,12.205286835384658
566,254,14.884343478431232
563,557,11.617374563210365
561,1146,6.383076486422923
565,1512,14.406180819073164
562,274,4.068428945128219
570,950,17.22396045987371
583,629,25.482389366284572
591,738,50.20970323130403
